Codigo,data_nascimento,genereo,cidade,setor,limite
93481,1967-10-18,F,Anápolis,NOVA VILA,0.00
113941,0000-00-00,F,Anápolis,JAIARA,0.00
54227,1962-04-09,F,Anápolis,MARACANA,0.00
2114,1964-01-27,F,Anápolis,JUNDIAI,0.00
35322,1958-02-14,F,Anápolis,MARACANA,0.00
114062,1992-04-22,F,Anápolis,ITAMARATY 2 ETAPA,0.00
37639,0000-00-00,F,Anápolis,JARDIM DAS AMERICAS,0.00
30708,1955-08-06,F,Anápolis,SANTA MARIA DE NAZAR,0.00
60108,1954-08-19,F,Anápolis,MARACANA,0.00
107112,1975-08-22,M,Anápolis,JD. GUANABARA,0.00
53448,1980-09-25,F,Anápolis,CENTRO,0.00
66625,1965-01-17,F,Anápolis,SUMMERVILLE,0.00
98935,1987-12-30,F,Anápolis,BOUGANVILLE,0.00
67368,1974-03-06,F,Anápolis,JARANAPOLIS,0.00
106319,1961-07-30,F,Anápolis,ALEXANDRINA,0.00
66325,1982-09-12,F,Anápolis,BANDEIRAS,0.00
115021,0000-00-00,F,Anápolis,VILA DOS SARGENTOS 2,0.00
36022,1964-03-10,F,Anápolis,MARACANA,0.00
113280,1982-11-05,F,Anápolis,ALEXANDRINA,0.00
55051,1977-10-03,F,Anápolis,ITAMARATY,144.00
58412,1986-08-20,F,Anápolis,MONTE SINAI,0.00
116248,1982-02-12,F,Anápolis,ALDEIA DOS SONHOS,0.00
105307,1988-07-01,F,Anápolis,ALEXANDRINA,0.00
57258,1954-09-12,F,Anápolis,JD. PROGRESSO,0.00
97487,1961-04-18,F,Anápolis,ALEXANDRINA,0.00
54135,1990-04-19,F,Anápolis,VILA GOIS,0.00
54216,1944-12-23,F,Anápolis,ITAMARATY,0.00
107486,1980-03-09,M,Anápolis,ALEXANDRINA,0.00
106811,1965-08-12,F,Anápolis,JARDIM PROGRESSO,0.00
54881,1974-12-29,F,Anápolis,ALEXANDRINA,0.00
107474,1975-03-29,F,Anápolis,MARACANA,0.00
23965,1977-08-23,F,Anápolis,SANTA HELENA,0.00
91468,1969-11-03,F,Anápolis,ALEXANDRINA,0.00
39318,1949-01-15,F,Anápolis,DAS AMERICAS JARDIM,0.00
45675,1948-09-21,F,Anápolis,BAIRRO ALVORADA,0.00
61581,1969-09-25,F,Anápolis,ESTANCIA VILA RICA,0.00
46644,1973-01-23,F,Anápolis,NACOES UNIDAS,0.00
93873,1982-08-12,F,Anápolis,JARDIM DAS OLIVEIRAS,0.00
66757,1944-12-24,F,Anápolis,SANTO ANDRE,0.00
34129,1981-09-18,F,Anápolis,JARDIM ALEXANDRINA,0.00
107373,1981-06-19,F,Anápolis,ADRIANA PARQUE,0.00
95630,1985-05-14,M,Anápolis,PORTO RICO,0.00
61424,1965-07-19,F,Anápolis,ITAMARATY 2 ETAPA,0.00
5820,1959-05-13,F,Anápolis,ALEXANDRINA,0.00
53843,1980-05-11,F,Anápolis,JUNDIAI,0.00
97612,1949-02-25,F,Anápolis,ALEXANDRINA,0.00
113085,1989-08-04,F,Anápolis,RESIDENCIAL VALE DO,0.00
58027,1976-10-08,F,Anápolis,SAO JORGE,0.00
55827,1971-03-01,F,Anápolis,SANTA CECILIA,0.00
42673,1978-09-06,F,Anápolis,ANTONIO FERNANDES,0.00
51172,1972-04-14,F,Anápolis,JUNDIAI,0.00
91155,1981-12-21,F,Anápolis,SANTA MARIA DE NAZAR,0.00
103167,1984-08-10,F,Anápolis,GOIANAPOLIS CIDADE,0.00
65013,1964-08-06,F,Anápolis,MARACANA,0.00
108620,1987-10-27,F,Anápolis,CENTRO,0.00
59205,1983-02-27,F,Anápolis,ALEXANDRINA,0.00
50837,1959-10-27,F,Anápolis,JARDIM BANDEIRANTES,0.00
97108,1969-12-18,F,Anápolis,ALEXANDRINA,0.00
114846,1958-03-09,M,Anápolis,ALEXANIA,0.00
117610,1980-08-01,F,Anápolis,MIRAGE,0.00
110407,1955-07-23,F,Anápolis,MARACANA,0.00
49494,1974-07-23,F,Anápolis,SAO LOURENCO,0.00
27959,1945-07-05,F,Anápolis,ALEXANDRINA,0.00
91075,1973-08-31,F,Anápolis,JARDIM GOIANO,0.00
101943,1973-02-14,F,Anápolis,JUNDIAI,0.00
91829,1975-03-25,F,Anápolis,BANDEIRAS,0.00
93286,1982-11-27,F,Anápolis,ALEXANDRINA,0.00
107473,1960-05-24,F,Anápolis,SANTA MARIA DE NAZAR,0.00
97398,0000-00-00,F,Anápolis,PARQUE DOS PIRINEUS,0.00
47782,1965-06-29,F,Anápolis,GOIS,0.00
62228,1957-03-24,F,Anápolis,MARACANA,0.00
115004,1939-10-07,F,Anápolis,JAIARA,0.00
94315,1987-09-20,F,Anápolis,ALEXANDRINA,600.00
120587,1990-04-21,F,Anápolis,,0.00
40473,1979-12-10,F,Anápolis,VIVIAN PARQUE,0.00
106783,0000-00-00,F,Anápolis,LAGO DOS BURITIS,0.00
46490,1954-11-22,F,Anápolis,JARDIM DAS SAMAMBAIA,0.00
6118,1938-12-25,F,Anápolis,OPERARIA VILA,0.00
107162,1974-10-23,F,Anápolis,JARDIM EUROPA,0.00
94653,1950-04-02,F,Anápolis,BOA VISTA,400.00
65250,1982-02-05,F,Anápolis,RESIDENCIAL ARAGUAIA,0.00
100428,1961-06-26,F,Anápolis,VILA NORTE,0.00
93075,1973-01-06,F,Anápolis,RESIDENCIAL FLAMBOYA,0.00
116934,0000-00-00,F,Anápolis,CORUMBÁ,0.00
113518,1992-03-07,F,Anápolis,ALEXANDRINA,0.00
65274,1979-06-18,F,Anápolis,ITAMARATY,400.00
61719,1967-09-11,F,Anápolis,NOVA VILA,0.00
40700,1959-01-29,F,Anápolis,JK,0.00
110768,1978-10-25,F,Anápolis,MIRAGE,0.00
119931,1995-10-24,F,Anápolis,PARQUE IRACEMA,0.00
14712,1973-09-18,F,Anápolis,ALEXANDRINA,0.00
61007,1973-06-05,F,Anápolis,JARDIM DAS AMERICAS,0.00
95897,0000-00-00,F,Anápolis,CENTRO,0.00
90296,1936-02-09,F,Anápolis,MARACANANZINHO,700.00
119731,1989-07-19,F,Anápolis,ANTONIO FERNANDES,500.00
11195,1947-07-01,F,Anápolis,ALEXANDRINA,0.00
66493,1971-02-04,F,Anápolis,ANTONIO FERNANDES,0.00
46856,1979-02-08,F,Anápolis,SANTA CECILIA,0.00
94955,1976-10-02,F,Anápolis,GOIANIA,400.00
59299,1972-08-22,F,Anápolis,ALEXANDRINA,0.00
112764,1966-12-08,F,Anápolis,PARQUE IRACEMA,950.00
101866,1970-01-08,F,Anápolis,ADRIANA PARQUE,0.00
115516,0000-00-00,F,Anápolis,GOIANIRA,0.00
110347,1957-11-27,F,Anápolis,MARACANA,0.00
115014,1983-03-20,F,Anápolis,ITAMARATY 4ª ETAPA,0.00
53613,1939-07-29,F,Anápolis,ALEXANDRINA,480.00
36656,1966-10-20,F,Anápolis,MARACANA,0.00
41718,1972-06-01,F,Anápolis,JAIARA,0.00
61475,1941-04-03,F,Anápolis,MARACANA,0.00
19691,1928-08-09,F,Anápolis,JUNDIAI,0.00
94140,1948-12-24,F,Anápolis,SAO LOURENCO,250.00
97328,1974-06-24,F,Anápolis,MARACANA,0.00
94977,1976-04-09,F,Anápolis,CAMPO LIMPO,0.00
110257,1990-09-18,F,Anápolis,MARACANA,400.00
94262,1958-11-04,F,Anápolis,MARACANA,400.00
117355,1969-04-09,M,Anápolis,RESIDENCIAL AMERICA,0.00
54616,1977-07-10,F,Anápolis,ALEXANDRINA,0.00
8312,1956-09-16,F,Anápolis,ALEXANDRINA,0.00
42314,1992-12-08,F,Anápolis,RESIDENCIAL PORTAL D,0.00
94183,1974-02-06,F,Anápolis,ADRIANA PARQUE,0.00
47927,1971-04-09,F,Anápolis,MARACANA,0.00
52002,1954-07-22,F,Anápolis,VILA GOIS,650.00
117285,1978-01-01,F,Anápolis,ITAMARATY 2 ETAPA,0.00
118393,1949-04-15,M,Anápolis,OURO VERDE,0.00
116565,1958-12-08,F,Anápolis,OURO VERDE,0.00
21713,1963-05-16,F,Anápolis,ALEXANDRINA,0.00
93967,1976-11-28,F,Anápolis,DOM PEDRO 2,0.00
51428,1972-05-16,F,Anápolis,MARACANA,0.00
113650,1988-09-15,F,Anápolis,JUNDIAI,0.00
119938,0000-00-00,F,Anápolis,ANTONIO FERNANDES,0.00
42294,1967-03-31,F,Anápolis,ALDEIA DOS SONHOS,0.00
104771,1994-03-27,F,Anápolis,BAIRRO DE LOURDES,700.00
92177,1986-08-06,F,Anápolis,JAIARA,0.00
181035,0000-00-00,F,Anápolis,MARACANA,560.00
67430,1950-01-04,F,Anápolis,JANDAIA,0.00
6551,1942-03-28,F,Anápolis,MIRAGE,0.00
90910,1970-03-30,F,Anápolis,BOUGANVILLE,0.00
44684,1976-11-05,F,Anápolis,ITAMARATY 2 ETAPA,0.00
50077,1969-09-06,F,Anápolis,CALIXTOLANDIA,0.00
94994,1975-04-16,F,Anápolis,JAIARA,0.00
57918,1960-06-23,F,Anápolis,ANAPOLIS CITY,0.00
59766,1983-03-23,F,Anápolis,JAIARA,0.00
35914,1980-04-30,F,Anápolis,ALEXANDRINA,600.00
104923,1976-01-07,F,Anápolis,JARDIM DAS OLIVEIRAS,0.00
51729,1977-10-28,F,Anápolis,BANDEIRANTE,0.00
106581,0000-00-00,F,Anápolis,ALEXANIA,0.00
67531,1955-06-06,F,Anápolis,CENTRO,0.00
92770,1969-04-02,F,Anápolis,ITAMARATY,0.00
41694,1973-05-24,F,Anápolis,JARDIM ALEXANDRINA,0.00
49500,1980-11-19,F,Anápolis,JAIARA,300.00
98828,1978-06-21,F,Anápolis,JUNDIAI,0.00
103923,1981-07-09,F,Anápolis,ADRIANA PARQUE,600.00
107066,1978-10-23,F,Anápolis,JAIARA,0.00
92282,1961-04-06,F,Anápolis,JARDIM PROGRESSO,0.00
20394,1953-01-05,F,Anápolis,JARDIM ALEXANDRINA,0.00
50033,1953-11-02,F,Anápolis,JAIARA,0.00
113671,1988-12-12,F,Anápolis,ALEXANDRINA,0.00
4952,0000-00-00,F,Anápolis,PARQUE MICHEL,0.00
105915,1967-12-08,F,Anápolis,ANEXO ITAMARATY,0.00
48331,1968-12-12,F,Anápolis,MARACANA,0.00
48590,1956-09-21,F,Anápolis,PARQUE IRACEMA,0.00
61740,1982-12-10,F,Anápolis,ALEXANDRINA,0.00
52793,1972-04-10,F,Anápolis,ALEXANDRINA,0.00
112649,1992-09-11,F,Anápolis,ALEXANDRINA,0.00
104561,1963-11-30,F,Anápolis,JARDIM SUIÇO,0.00
96197,0000-00-00,F,Anápolis,ARCO VERDE,0.00
113083,1971-08-25,F,Anápolis,LAS PALMAS,0.00
5774,1957-11-09,F,Anápolis,BOUGANVILLE,0.00
95095,1985-09-11,F,Anápolis,SAO JOAQUIM,0.00
54605,0000-00-00,F,Anápolis,JAIARA,0.00
96404,1977-04-18,F,Anápolis,JAIARA,0.00
109233,1972-10-25,F,Anápolis,BOA VISTA,0.00
64094,1989-04-19,F,Anápolis,BOM SUCESSO,0.00
102091,1984-09-06,F,Anápolis,RESIDENCIAL VALE DO,0.00
114996,1988-09-02,M,Anápolis,ALEXANDRINA,0.00
93851,1947-10-15,F,Anápolis,JARDIM DAS AMERICAS,0.00
181015,1992-11-05,M,Anápolis,MARACANA,0.00
108829,1973-10-30,F,Anápolis,NOSSA SENHORA D`ABAD,0.00
98721,1959-06-16,F,Anápolis,SAO CARLOS,0.00
107153,0000-00-00,F,Anápolis,MARACANA,0.00
98217,1985-07-04,F,Anápolis,PARQUE DOS PIRINEUS,0.00
67442,1965-12-10,F,Anápolis,JARDIM PROGRESSO,0.00
98429,1968-03-19,F,Anápolis,ANTONIO FERNANDES,0.00
181036,1986-09-28,F,Anápolis,CIDADE JARDIM,0.00
19290,1976-07-21,F,Anápolis,ALEXANDRINA,0.00
112674,0000-00-00,F,Anápolis,PIRENOPOLIS,0.00
36388,1957-06-04,F,Anápolis,SANTO ANDRE,0.00
54618,1964-10-26,F,Anápolis,ALEXANDRINA,0.00
18823,1949-04-03,F,Anápolis,VILA VERDE,0.00
92743,1984-02-26,F,Anápolis,PARQUE DOS PIRINEUS,0.00
59908,1949-06-01,F,Anápolis,ANAPOLIS CITY 5ª ETA,0.00
108801,1967-02-18,M,Anápolis,CENTRO ANAPOLIS,350.00
106110,1952-01-02,F,Anápolis,MONICA BRAGA,0.00
56773,1980-10-15,F,Anápolis,LAS PALMAS,0.00
49302,0000-00-00,F,Anápolis,SAO JOAQUIM,0.00
104749,1978-06-13,F,Anápolis,JK,0.00
19074,1960-10-12,F,Anápolis,MARACANA,0.00
103872,1975-03-22,F,Anápolis,JARDIM DAS AMERICAS,0.00
181060,1960-08-07,F,Anápolis,ANAPOLIS CITY,0.00
25941,1952-05-02,F,Anápolis,ALEXANDRINA,0.00
113649,1959-10-20,F,Anápolis,RES ANA CAROLINA,500.00
20267,1965-12-01,F,Anápolis,ANEXO ITAMARATY,0.00
97032,1977-12-12,F,Anápolis,SETOR SUL,0.00
67417,1975-06-03,F,Anápolis,JARDIM ALEXANDRINA,0.00
106251,1964-03-10,F,Anápolis,JARDIM ALEXANDRINA,0.00
101520,1966-02-02,F,Anápolis,ITAMARATY 4ª ETAPA,0.00
94709,1968-04-27,F,Anápolis,ITAMARATY 2 ETAPA,550.00
61486,1964-05-04,F,Anápolis,SAO CARLOS,0.00
28264,1973-06-22,F,Anápolis,SANTA ISABEL 1ª ETPA,0.00
98006,1964-03-15,F,Anápolis,CIDADE JARDIM,0.00
38360,1949-01-30,F,Anápolis,BRASILIA,0.00
14873,1960-01-10,F,Anápolis,MARACANA,0.00
25741,1948-11-16,F,Anápolis,JAIARA,0.00
115062,0000-00-00,F,Anápolis,JAIARA,0.00
117395,1982-09-30,F,Anápolis,CALISTOLANDIA,0.00
34854,1955-07-23,F,Anápolis,INDEFINIDO,0.00
92182,1963-11-19,F,Anápolis,JAIARA,0.00
116822,1988-03-03,F,Anápolis,AMERICA RESIDENCIAL,0.00
106420,1954-10-22,F,Anápolis,JARDIM PROGRESSO,0.00
18975,1963-10-29,F,Anápolis,CONJUNTO VILLAGE JAR,0.00
36130,1936-12-15,F,Anápolis,GOIAS,0.00
114405,0000-00-00,F,Anápolis,VILA FORMOSA,0.00
96837,1964-03-20,F,Anápolis,GOIANAPOLIS CIDADE,0.00
119579,1957-10-23,F,Anápolis,RES. PEDRO LUDOVICO,0.00
96087,1984-03-08,F,Anápolis,JARDIM ALVORADA,0.00
103399,1971-02-17,F,Anápolis,SANTA ISABEL 1ª ETPA,0.00
65976,1972-10-18,F,Anápolis,ITAMARATY 4ª ETAPA,0.00
90417,1981-10-18,F,Anápolis,JK NOVA CAPITAL,500.00
92787,1971-03-24,F,Anápolis,VILLA DOS SARGENTOS,0.00
64860,1945-12-22,F,Anápolis,JAIARA,0.00
63618,1976-04-19,F,Anápolis,JARDIM PROGRESSO,0.00
45632,1967-11-22,F,Anápolis,NOSSA SENHORA D`ABAD,0.00
106226,1964-02-24,F,Anápolis,JARDIM ALEXANDRINA,0.00
105264,0000-00-00,F,Anápolis,JAIARA,0.00
31432,1963-05-26,F,Anápolis,ANTONIO FERNANDES,0.00
23259,1946-12-22,F,Anápolis,JUNDIAI,0.00
106332,1972-07-28,F,Anápolis,JARDIM ALEXANDRINA,0.00
112731,1993-02-22,F,Anápolis,JAIARA,0.00
52282,1952-08-20,F,Anápolis,JUNDIAI,0.00
90829,1970-10-28,F,Anápolis,JAIARA,0.00
101440,1966-11-18,F,Anápolis,MARACANANZINHO,0.00
24148,1965-01-15,F,Anápolis,BOA VISTA,0.00
9940,1979-06-04,F,Anápolis,CONJUNTO VILLAGE JAR,0.00
118379,1959-10-14,F,Anápolis,JUNDIAI,0.00
65857,1956-04-26,F,Anápolis,ALEXANDRINA,0.00
19429,1951-11-02,F,Anápolis,JAIARA,0.00
26222,1974-11-30,F,Anápolis,VILA HARMONIA,0.00
43508,1972-08-28,F,Anápolis,ALEXANDRINA,0.00
114153,0000-00-00,F,Anápolis,ANAPOLIS CITY 3ª ETA,3000.00
64410,1968-08-15,F,Anápolis,MARACANA,0.00
105213,1957-02-18,F,Goiás,JUNDIAI,650.00
93903,1932-09-13,F,Anápolis,ANDRACEL CENTER,0.00
55215,1963-09-07,F,Anápolis,JK NOVA CAPITAL,0.00
97715,1957-08-28,F,Anápolis,SANTA MARIA DE NAZAR,0.00
22574,1961-04-25,F,Anápolis,JUNDIAI,0.00
113213,1963-03-23,F,Anápolis,MIRRAGE,0.00
99061,1981-04-23,F,Anápolis,ANAPOLIS CITY,0.00
115539,1947-11-12,M,Anápolis,MARACANA,0.00
112152,0000-00-00,F,Anápolis,MARACANA,0.00
103492,1979-07-12,F,Anápolis,ALEXANDRINA,0.00
59813,1965-04-13,F,Anápolis,PORTO RICO,0.00
47702,1934-09-10,F,Anápolis,CENTRO ANAPOLIS,0.00
43708,1982-07-11,F,Anápolis,SAO JOAQUIM,0.00
27316,1973-07-23,F,Anápolis,MARACANA,0.00
67477,1977-04-25,F,Anápolis,JARDIM BANDEIRANTES,0.00
113107,1947-11-13,F,Anápolis,ITAMARATY,0.00
90913,1978-09-24,F,Anápolis,ALEXANDRINA,0.00
29971,1982-09-17,F,Anápolis,VILA HARMONIA,0.00
104871,1975-04-09,F,Anápolis,SAO CARLOS,0.00
34862,1968-09-21,F,Anápolis,ALEXANDRINA,0.00
108804,1994-05-16,F,Anápolis,ITAMARATY 2 ETAPA,0.00
25289,1977-02-27,F,Anápolis,ALEXANDRINA,0.00
33215,1947-04-07,F,Anápolis,MARACANA,0.00
94464,1959-04-23,F,Anápolis,JARDIM PROGRESSO,0.00
12268,1961-10-25,F,Anápolis,JAIARA,0.00
116167,1996-08-25,F,Anápolis,JARDIM PROGRESSO,0.00
91661,1982-01-04,F,Anápolis,RESIDENCIAL ITATIAIA,0.00
181268,1969-08-08,F,Anápolis,ALEXANDRINA,1900.00
60976,1981-06-29,F,Anápolis,JARDIM BANDEIRANTES,0.00
120417,1995-12-19,F,Anápolis,PARQUE DOS PIRINEUS,0.00
9698,1962-09-23,F,Anápolis,SANTO ANDRE,0.00
22480,1965-01-21,F,Anápolis,MARACANA,0.00
7719,1972-02-08,F,Anápolis,ALEXANDRINA,0.00
45863,1977-08-22,F,Anápolis,JAIARA,700.00
113154,1983-10-25,M,Anápolis,RESIDENCIAL BELA VIS,0.00
55499,1950-02-17,F,Anápolis,ALEXANDRINA,0.00
36711,1972-07-03,F,Anápolis,ALEXANDRINA,0.00
66038,1960-03-25,F,Anápolis,NªSªDA ABADIA,600.00
91134,1980-12-18,F,Anápolis,JARDIM DAS OLIVEIRAS,0.00
91167,1956-09-30,F,Anápolis,MARACANA,0.00
33809,1975-10-11,F,Anápolis,JAIARA,0.00
48215,1964-12-15,F,Anápolis,CASA 2B JUNDIAI,0.00
181293,1963-03-23,M,Anápolis,GOIANAPOLIS,0.00
96122,1983-04-22,F,Anápolis,JUNDIAI,0.00
106539,1945-02-09,F,Anápolis,ANTONIO FERNANDES,0.00
99852,1933-03-09,F,Anápolis,CENTRO,0.00
100253,1977-08-14,F,Anápolis,JAIARA,0.00
8626,1955-06-09,F,Anápolis,VILAGE,0.00
15507,1960-11-22,F,Anápolis,CENTRO ANAPOLIS,0.00
16093,1964-04-03,F,Anápolis,ALEXANDRINA,0.00
65934,1930-06-08,F,Anápolis,CENTRO,0.00
113890,0000-00-00,F,Anápolis,GOIANIA,0.00
91932,1970-03-02,F,Anápolis,ITAMARATY 2 ETAPA,0.00
40779,1948-04-09,F,Anápolis,SANTA HELENA,0.00
92403,1980-02-18,F,Anápolis,BAIRRO DE LOURDES,0.00
2631,1951-06-30,F,Anápolis,ALEXANDRINA,0.00
112286,1981-11-06,F,Anápolis,ADRIANA PARQUE,0.00
112762,1982-07-20,F,Anápolis,ARCO VERDE,0.00
114152,1990-12-19,F,Anápolis,JUNDIAI,0.00
52312,1968-04-27,F,Anápolis,CONJUNTO VILLAGE JAR,0.00
104826,1956-03-04,M,Anápolis,SANTA MARIA DE NAZAR,450.00
18125,1957-10-10,F,Anápolis,RES. PEDRO LUDOVICO,0.00
97514,1985-07-20,F,Anápolis,LAGO DOS BURITIS,1600.00
18353,1975-04-26,F,Anápolis,ALEXANDRINA,0.00
42424,1952-05-04,F,Anápolis,ALEXANDRINA,0.00
42215,1974-06-08,F,Anápolis,JAIARA,0.00
103792,1964-07-22,F,Anápolis,MARACANA,0.00
42745,1943-02-11,F,Anápolis,ALEXANDRINA,0.00
118789,0000-00-00,F,Anápolis,GOIATUBA,0.00
36057,1972-10-27,F,Anápolis,BAIRRO ALVORADA,0.00
90511,1974-05-14,F,Anápolis,LAS PALMAS,0.00
181333,1985-10-09,F,Anápolis,VILA BELA,0.00
25960,1974-12-13,F,Anápolis,JARDIM DAS AMERICAS,0.00
108550,1956-10-12,F,Anápolis,JUNDIAI,0.00
51320,1972-05-09,F,Anápolis,ADRIANA PARQUE,0.00
9191,1978-11-25,F,Anápolis,JK,0.00
102955,1984-04-03,F,Anápolis,URUANA CIDADE,0.00
47997,1977-09-26,F,Anápolis,JAIARA,0.00
65600,1965-05-15,F,Anápolis,JARDIM CALIXTO,0.00
111759,1980-07-26,F,Anápolis,CENTRO,0.00
39807,1976-09-16,F,Anápolis,ANAPOLIS CITY I ETAP,0.00
57671,1974-10-20,F,Anápolis,SAO CARLOS,0.00
16411,1959-12-16,F,Anápolis,JAIARA,0.00
109211,1950-07-09,F,Anápolis,JANDAIA,0.00
47394,1969-03-12,F,Anápolis,JUNDIAI,0.00
103987,0000-00-00,F,Anápolis,,0.00
32099,1968-09-30,F,Anápolis,ALDEIA DOS SONHOS,0.00
62519,1958-05-28,F,Anápolis,ALEXANDRINA,0.00
8630,1958-07-02,F,Anápolis,JAIARA,500.00
67412,1983-11-08,F,Anápolis,ALEXANDRINA,650.00
120122,1985-12-06,F,Anápolis,MONICA BRAGA,0.00
115566,1981-05-18,F,Anápolis,PARQUE DOS PIRINEUS,0.00
63712,1950-05-30,F,Anápolis,CENTRO,0.00
93649,1946-01-03,F,Anápolis,MARACANA,0.00
63107,1982-04-26,F,Anápolis,ANEXO ITAMARATY,0.00
105520,1983-10-31,F,Anápolis,JAIARA,0.00
96189,1975-12-25,F,Anápolis,SANFLOWER,0.00
35290,1981-09-10,F,Anápolis,MIRAGE,0.00
28426,1965-11-28,F,Anápolis,ALEXANDRINA,0.00
30074,1975-03-24,F,Anápolis,ANTONIO FERNANDES,0.00
43477,1962-10-18,F,Anápolis,PORTAL DO CERRADO,0.00
93019,1950-08-30,F,Anápolis,JARDIM PROGRESSO,0.00
18856,1959-08-02,F,Anápolis,JARDIM DOS IPES,0.00
116557,1973-09-17,F,Anápolis,LAS PALMAS,0.00
41619,1961-12-27,F,Anápolis,ALEXANDRINA,0.00
60077,1978-10-28,F,Anápolis,JAIARA,0.00
92190,1962-03-15,F,Anápolis,NACOES UNIDAS,400.00
104386,1986-08-25,F,Anápolis,ALDEIA DOS SONHOS,0.00
55673,1952-12-16,F,Anápolis,BATISTA,0.00
111056,1980-02-24,F,Anápolis,PARAISO,0.00
91176,1980-09-22,F,Anápolis,SANTA ISABEL 1ª ETPA,0.00
39375,1977-12-01,F,Anápolis,ANAPOLIS CITY,0.00
103020,1961-07-15,F,Anápolis,JUNDIAI,0.00
42950,1978-11-15,F,Anápolis,PARQUE BRASILIA 2 ET,0.00
96115,0000-00-00,F,Anápolis,PARAISO,0.00
55107,1978-12-16,F,Anápolis,CENTRO,0.00
99719,1979-10-16,F,Anápolis,JARAGUA,0.00
105806,0000-00-00,F,Anápolis,JARAGUA,0.00
93920,0000-00-00,F,Anápolis,JK NOVA CAPITAL,0.00
110217,1974-05-02,F,Anápolis,CENTRO,0.00
5722,1958-08-11,F,Anápolis,VILA JUSSARA,0.00
112892,1963-09-26,F,Anápolis,MARACANA,0.00
96665,1964-04-11,F,Anápolis,ALEXANDRINA,0.00
93045,1957-06-18,F,Anápolis,ALEXANDRINA,0.00
54877,1960-11-21,F,Anápolis,CENTRO,0.00
97110,1968-03-25,F,Anápolis,RESIDENCIAL DAS FLOR,0.00
11841,1968-01-19,F,Anápolis,BAIRRO ALVORADA,0.00
43396,1979-07-31,F,Anápolis,JARDIM DAS AMERICAS,0.00
51640,1966-09-24,F,Anápolis,JAIARA,0.00
16042,1959-10-21,M,Anápolis,ESPERANCA,0.00
53913,1982-04-24,F,Anápolis,LAS PALMAS,0.00
90599,1982-12-10,F,Anápolis,BAIRRO DE LOURDES,0.00
93043,1962-05-12,F,Anápolis,ITAMARATY 2 ETAPA,0.00
38760,1975-09-06,F,Anápolis,CONJUNTO VILLAGE JAR,0.00
112096,0000-00-00,F,Anápolis,JK NOVA CAPITAL,0.00
47322,1973-08-04,F,Anápolis,CONJUNTO ELDORADO,0.00
105106,1966-02-04,F,Anápolis,JARDIM SAO JERONIMO,0.00
61553,1957-07-17,F,Anápolis,RESIDENCIAL DAS FLOR,0.00
92700,1978-01-31,F,Anápolis,CENTRO ANAPOLIS,0.00
91937,1944-03-18,F,Anápolis,ZONA RURAL,0.00
100899,1990-02-04,F,Anápolis,CENTRO,0.00
43771,1980-09-08,F,Anápolis,ALEXANDRINA,0.00
53892,1956-02-10,F,Anápolis,CENTRO,0.00
90442,1958-12-09,F,Anápolis,ANA PAULA,0.00
43449,1970-08-06,F,Anápolis,VILA MARIANA,0.00
102767,1975-05-22,F,Anápolis,ALEXANDRINA,0.00
46264,1961-11-28,F,Anápolis,FORMOSA IV ETAPA,0.00
66000,1945-06-01,F,Anápolis,SAO LOURENCO,0.00
95924,1979-09-07,F,Anápolis,JARDIM DAS AMERICAS,0.00
95131,1966-01-12,F,Anápolis,ALEXANDRINA,0.00
90784,1978-10-07,F,Anápolis,ITAMARATY,0.00
120507,1969-03-12,F,Goianira,,0.00
102168,1993-08-02,F,Anápolis,SANTA ISABEL 1ª ETPA,0.00
106957,0000-00-00,F,Anápolis,ALEXANDRINA,0.00
97029,0000-00-00,F,Anápolis,VILA VERDE,0.00
54803,1961-09-10,F,Anápolis,RESIDENCIAL VALE DO,0.00
53394,1954-03-09,F,Anápolis,CENTRO ANAPOLIS,0.00
58075,1961-09-27,F,Anápolis,JUNDIAI,0.00
57591,1956-10-16,F,Anápolis,JAIARA,0.00
104678,1982-02-22,F,Anápolis,JARDIM SAO JERONIMO,0.00
1006,1937-11-04,F,Anápolis,JARDIM AMERICA,0.00
45390,1960-03-22,F,Anápolis,MARACANA,0.00
118709,1993-07-06,F,Anápolis,BAIRRO DE LOURDES,0.00
90604,1971-10-27,F,Anápolis,ALEXANDRINA,0.00
115906,1982-07-08,F,Anápolis,SAO JOAQUIM,0.00
39818,1976-03-19,F,Anápolis,MIRAGE,0.00
108859,1995-03-22,F,Anápolis,ITAMARATY 4ª ETAPA,0.00
50687,1981-02-07,F,Anápolis,LAS PALMAS,0.00
59092,1977-08-11,F,Anápolis,PARQUE DOS PIRINEUS,0.00
98444,1978-05-06,F,Anápolis,BOA VISTA,0.00
41538,1963-07-06,F,Anápolis,JAIARA,0.00
106309,1978-12-30,F,Anápolis,JAIARA,800.00
104033,1977-02-22,F,Anápolis,JARDIM DAS OLIVEIRAS,0.00
55496,1975-03-28,F,Anápolis,JAIARA,0.00
41109,1971-07-12,F,Anápolis,PARQUE BRASILIA,0.00
110569,1974-10-08,F,Anápolis,SAO JORGE,0.00
94269,1977-10-04,F,Anápolis,PARQUE DOS PIRINEUS,0.00
43220,1981-01-22,F,Anápolis,ALEXANDRINA,0.00
113535,1987-01-06,F,Anápolis,PARQUE DOS PIRINEUS,0.00
119918,1979-03-29,F,Anápolis,BAIRRO ALVORADA,400.00
