DATA,numero_venda,valor,cliente,vendedor,codigo_forma_pagamento
2019-05-06 17:30:11,492306,175.20,0,100,1
2019-05-06 17:48:26,492314,9.60,0,100,1
2019-05-06 17:51:48,492317,9.60,0,100,1
2019-05-06 17:57:28,492324,51.30,0,100,1
2019-05-06 17:54:11,492320,51.30,0,100,1
2019-05-06 18:00:28,492326,356.40,0,100,9
2019-05-06 18:01:41,492327,286.20,0,100,9
2019-05-06 18:01:53,492328,918.00,0,100,9
2019-05-06 18:28:24,492335,688.20,0,100,9
2019-05-06 18:50:25,492337,415.40,0,100,1
2019-05-06 18:53:10,492338,356.40,0,100,1
2019-05-07 09:19:27,492349,588.60,0,100,10
2019-05-07 08:47:34,492341,76.80,0,100,1
2019-05-07 09:01:28,492344,159.00,0,100,1
2019-05-07 09:46:40,492355,35.10,0,100,10
2019-05-07 09:51:23,492357,8.40,0,100,1
2019-05-07 10:00:48,492359,100.80,0,100,1
2019-05-07 10:41:03,492370,611.40,0,100,10
2019-05-07 10:06:03,492361,240.40,0,100,9
2019-05-07 10:11:52,492364,467.10,0,100,9
2019-05-07 10:47:27,492379,445.50,0,100,9
2019-05-07 10:46:05,492377,72.00,12492,100,10
2019-05-07 12:03:32,492385,199.50,0,104,1
2019-05-07 12:13:56,492388,285.00,65306,75,12
2019-05-07 12:19:16,492389,232.80,0,104,9
2019-05-07 13:56:57,492396,168.75,0,100,9
2019-05-07 13:57:08,492397,108.00,36812,100,9
2019-05-07 14:02:40,492400,366.00,116579,104,8
2019-05-07 14:04:04,492401,543.00,95125,104,12
2019-05-07 14:13:56,492403,24.30,0,100,1
2019-05-07 14:15:55,492405,183.60,0,100,9
2019-05-07 14:20:14,492407,270.30,0,100,9
2019-05-07 14:20:54,492408,32.40,0,100,1
2019-05-07 14:33:06,492411,75.00,92479,75,8
2019-05-07 14:37:45,492413,1433.70,0,100,1
2019-05-07 14:44:55,492415,2124.64,0,100,10
2019-05-07 14:47:16,492416,1128.10,0,104,9
2019-05-07 14:55:50,492418,434.10,0,100,9
2019-05-07 15:06:51,492423,45.90,111950,100,9
2019-05-07 15:13:24,492426,108.00,97660,75,8
2019-05-07 16:22:19,492439,366.16,0,100,9
2019-05-07 15:33:29,492435,152.50,0,100,9
2019-05-07 15:46:35,492437,117.60,0,100,9
2019-05-07 16:24:16,492440,431.10,104697,100,9
2019-05-07 16:26:26,492441,141.00,40307,100,8
2019-05-07 16:41:59,492447,174.00,40307,104,11
2019-05-07 16:32:54,492445,464.70,0,100,9
2019-05-07 16:51:14,492449,140.40,0,100,9
2019-05-07 16:52:42,492451,91.20,0,104,1
2019-05-07 17:56:57,492461,1978.36,47707,104,6
2019-05-07 17:04:53,492455,40.20,25568,100,1
2019-05-07 17:18:50,492457,116.80,0,104,9
2019-05-07 18:07:19,492464,205.20,0,100,10
2019-05-08 09:00:44,492467,165.20,90562,100,1
2019-05-08 09:11:26,492472,183.00,105135,75,7
2019-05-08 09:06:18,492469,124.20,17973,100,9
2019-05-08 09:17:07,492475,496.38,0,100,9
2019-05-08 09:29:15,492480,141.60,0,100,1
2019-05-08 09:41:46,492482,1072.50,36104,75,6
2019-05-08 09:49:35,492484,2662.80,0,100,1
2019-05-08 10:06:03,492488,54.00,0,100,1
2019-05-08 10:34:23,492494,105.30,0,100,9
2019-05-08 10:37:55,492496,252.00,20883,104,10
2019-05-08 10:40:27,492497,34.90,0,104,10
2019-05-08 10:50:11,492500,43.20,0,100,9
2019-05-08 12:25:21,492508,361.80,0,42,9
2019-05-08 12:49:44,492512,29.70,0,42,1
2019-05-08 12:57:07,492514,2137.66,47707,42,6
2019-05-08 13:23:55,492521,317.70,37963,42,9
2019-05-08 13:03:59,492516,1416.00,0,42,1
2019-05-08 13:05:08,492517,168.00,0,42,10
2019-05-08 13:39:52,492526,506.40,0,42,9
2019-05-08 13:43:10,492528,12.00,0,42,9
2019-05-08 14:18:53,492533,55.35,0,100,1
2019-05-08 13:55:12,492531,400.50,2585,42,13
2019-05-08 14:19:33,492534,90.00,2585,42,7
2019-05-08 14:34:12,492537,44.50,0,100,10
2019-05-08 14:57:51,492546,150.00,93954,42,8
2019-05-08 14:47:14,492540,642.60,0,100,1
2019-05-08 14:47:49,492541,5.40,0,100,1
2019-05-08 14:57:00,492544,45.90,93954,100,10
2019-05-08 15:05:37,492548,31.00,0,100,1
2019-05-08 15:13:07,492550,157.50,37301,42,11
2019-05-08 15:35:14,492557,351.00,0,100,9
2019-05-08 15:44:57,492561,512.55,93565,100,9
2019-05-08 15:38:11,492559,545.75,0,100,10
2019-05-08 15:59:55,492564,481.50,0,100,9
2019-05-08 15:57:00,492563,371.00,103361,42,13
2019-05-08 16:00:20,492565,29.70,0,100,1
2019-05-08 16:09:33,492567,180.00,0,100,9
2019-05-08 16:20:04,492573,148.50,0,100,9
2019-05-08 16:31:42,492578,257.25,37326,100,9
2019-05-08 16:34:46,492580,129.60,0,100,9
2019-05-08 16:36:35,492583,234.00,55009,42,12
2019-05-08 17:58:32,492601,166.70,0,100,9
2019-05-08 16:43:19,492588,162.30,0,100,1
2019-05-08 17:05:27,492590,1351.10,0,100,9
2019-05-08 17:14:12,492592,57.60,0,100,1
2019-05-08 17:14:51,492593,67.50,0,100,1
2019-05-08 17:35:30,492598,880.20,0,100,1
2019-05-09 08:57:01,492603,232.80,0,100,1
2019-05-09 09:43:13,492615,978.90,0,42,1
2019-05-09 09:27:59,492608,113.30,0,100,9
2019-05-09 10:22:09,492636,94.95,0,100,10
2019-05-09 09:32:56,492612,70.20,0,100,1
2019-05-09 09:36:59,492614,602.10,0,100,9
2019-05-09 09:55:28,492618,183.80,0,100,1
2019-05-09 09:56:44,492621,450.10,0,100,9
2019-05-09 09:58:15,492624,36.00,0,100,1
2019-05-09 10:25:32,492637,43.20,0,100,10
2019-05-09 10:14:51,492633,918.90,0,100,10
2019-05-09 10:52:45,492655,74.40,0,100,10
2019-05-09 10:51:59,492654,181.50,107650,42,1
2019-05-09 10:47:49,492648,6.00,0,100,1
2019-05-09 10:48:21,492649,122.40,0,42,10
2019-05-09 11:26:50,492662,12.80,0,100,1
2019-05-09 11:06:06,492658,171.00,119958,75,11
2019-05-09 11:10:02,492660,500.85,0,42,1
2019-05-09 11:12:14,492661,497.10,0,100,9
2019-05-09 11:30:37,492664,40.80,0,42,1
2019-05-09 11:41:28,492669,426.35,0,42,9
2019-05-09 12:05:23,492674,819.50,22430,42,1
2019-05-09 13:44:45,492682,51.30,0,100,1
2019-05-09 12:11:56,492677,106.80,117428,42,1
2019-05-09 13:45:16,492683,1208.70,0,104,9
2019-05-09 13:55:38,492684,130.20,0,104,1
2019-05-09 14:26:09,492688,312.60,0,104,9
2019-05-09 14:56:09,492693,263.00,0,104,1
2019-05-09 15:04:33,492698,183.80,0,104,1
2019-05-09 15:03:11,492697,64.98,0,100,9
2019-05-09 15:08:13,492701,107.10,0,104,9
2019-05-09 15:28:01,492704,538.95,0,104,9
2019-05-09 15:31:21,492705,7.20,0,104,1
2019-05-09 15:33:37,492707,369.60,0,104,1
2019-05-09 15:53:32,492712,45.60,0,104,1
2019-05-09 16:06:36,492717,59.50,0,104,10
2019-05-09 16:02:59,492715,237.60,0,100,9
2019-05-09 16:12:29,492722,517.05,0,104,9
2019-05-09 16:10:03,492719,87.00,0,104,10
2019-05-09 16:14:02,492723,54.00,0,104,9
2019-05-09 16:24:25,492728,24.30,0,104,1
2019-05-09 16:35:00,492731,236.28,0,100,10
2019-05-09 16:38:06,492733,163.80,52273,100,9
2019-05-09 16:40:53,492736,1165.17,0,104,9
2019-05-09 16:46:29,492738,494.10,0,104,9
2019-05-09 17:13:37,492743,792.00,53823,42,6
2019-05-09 17:23:17,492749,303.30,0,104,9
2019-05-09 17:41:10,492753,153.90,0,100,10
2019-05-09 17:56:08,492755,51.30,0,100,9
2019-05-09 18:11:32,492760,825.00,0,104,9
2019-05-09 18:12:39,492761,989.25,99039,104,9
2019-05-09 18:31:04,492764,7.90,0,104,1
2019-05-09 18:31:19,492766,90.00,18405,42,7
2019-05-09 19:31:38,492768,256.50,0,104,9
2019-05-09 19:41:58,492770,201.00,0,104,1
2019-05-10 08:15:43,492775,121.50,0,100,10
2019-05-10 08:51:34,492780,312.00,52608,104,7
2019-05-10 08:56:42,492783,60.75,0,100,1
2019-05-10 09:16:32,492786,139.50,7714,104,7
2019-05-10 09:20:56,492788,168.00,117599,104,8
2019-05-10 09:35:04,492791,87.00,0,100,10
2019-05-10 09:40:27,492795,21.90,0,100,1
2019-05-10 09:43:34,492797,71.70,0,100,9
2019-05-10 09:57:03,492800,29.50,0,100,1
2019-05-10 10:05:06,492805,145.80,0,104,9
2019-05-10 10:09:43,492808,1567.60,0,100,9
2019-05-10 10:23:20,492811,644.90,0,104,9
2019-10-16 15:08:26,509181,63.00,0,136,1
2019-05-10 10:36:09,492816,170.10,109642,100,9
2019-05-10 10:52:49,492834,102.60,0,139,1
2019-05-10 10:58:22,492843,913.20,0,100,9
2019-05-10 11:02:31,492844,139.50,49015,42,12
2019-05-10 11:54:53,492855,417.00,113311,42,6
2019-05-10 11:30:12,492849,163.50,0,104,9
2019-05-10 11:33:43,492850,1445.85,0,100,9
2019-05-10 12:01:54,492857,520.50,9380,42,6
2019-05-10 11:39:21,492853,62.40,0,100,1
2019-05-10 12:12:39,492861,75.60,0,104,9
2019-05-10 12:18:38,492865,64.80,0,100,9
2019-05-10 12:49:51,492881,75.60,0,100,1
2019-05-10 12:20:23,492869,578.50,9380,42,6
2019-05-10 12:24:11,492871,124.80,0,100,9
2019-05-10 12:25:25,492873,198.00,119158,42,12
2019-05-10 12:29:30,492875,260.00,0,42,1
2019-05-10 12:42:15,492879,135.00,0,100,9
2019-05-10 12:53:54,492883,945.00,91931,42,6
2019-05-10 12:57:43,492886,690.00,36653,104,6
2019-05-10 13:01:50,492887,340.50,52330,42,6
2019-05-10 13:05:40,492889,75.45,0,100,1
2019-05-10 13:09:06,492890,18.90,0,100,10
2019-05-10 13:09:44,492891,1964.10,0,100,9
2019-05-10 14:00:04,492910,19.60,0,42,1
2019-05-10 13:20:38,492897,9.45,0,100,1
2019-05-10 13:24:23,492899,212.55,0,100,10
2019-05-10 13:26:05,492900,45.85,0,100,10
2019-05-10 13:26:36,492901,193.20,0,100,10
2019-05-10 14:13:30,492912,244.50,103583,100,10
2019-05-10 13:27:43,492904,91.20,0,100,1
2019-05-10 13:32:03,492907,423.10,109207,100,1
2019-05-10 14:17:44,492913,40.50,0,100,10
2019-05-10 14:22:19,492916,148.40,0,100,1
2019-05-10 14:23:29,492917,578.00,43999,42,6
2019-05-10 15:04:32,492937,275.00,0,100,9
2019-05-10 14:31:33,492923,1608.45,0,100,1
2019-05-10 14:32:35,492925,218.70,0,100,9
2019-05-10 14:33:21,492926,124.80,0,100,10
2019-05-10 14:34:28,492929,158.40,0,100,9
2019-05-10 14:34:40,492930,417.00,51623,42,11
2019-05-10 14:43:20,492933,159.30,104108,100,9
2019-05-10 14:48:28,492935,135.00,90301,42,11
2019-05-10 15:17:12,492939,93.00,0,100,1
2019-05-10 15:27:19,492942,45.90,0,100,1
2019-05-10 15:42:54,492944,129.60,32108,42,1
2019-05-10 15:50:30,492948,138.60,55059,100,9
2019-05-10 16:01:33,492951,35.10,0,100,10
2019-05-10 16:02:09,492952,544.50,94727,42,6
2019-05-10 16:04:30,492953,56.70,0,42,10
2019-05-10 16:13:41,492956,232.20,0,100,9
2019-05-10 16:19:25,492957,448.00,0,100,9
2019-05-10 16:45:14,492970,70.20,0,100,10
2019-05-10 16:26:35,492960,162.00,0,104,10
2019-05-10 16:28:35,492962,43.20,0,104,1
2019-05-10 16:30:43,492964,139.20,97280,100,10
2019-05-10 16:54:24,492973,170.10,0,100,1
2019-05-10 16:55:36,492975,386.10,67494,100,1
2019-05-10 17:02:03,492977,709.80,99039,104,9
2019-05-10 17:04:07,492978,659.40,0,100,9
2019-05-10 17:05:18,492980,187.20,0,100,1
2019-05-10 17:07:18,492986,54.30,0,100,1
2019-05-10 17:05:58,492983,320.95,61109,100,9
2019-05-10 17:12:10,492990,35.10,0,100,1
2019-05-10 17:30:14,492995,112.80,0,100,10
2019-05-10 17:30:51,492996,109.80,0,100,1
2019-05-10 17:48:34,493001,121.50,0,100,9
2019-05-10 17:52:54,493003,79.20,0,100,1
2019-05-10 18:08:35,493008,628.80,54887,42,6
2019-05-10 18:13:26,493011,59.60,0,100,1
2019-05-10 18:14:07,493012,392.40,0,100,9
2019-05-10 18:18:16,493015,14.40,0,100,9
2019-05-10 18:19:21,493016,1541.10,0,100,1
2019-05-10 18:21:55,493018,241.50,58662,42,13
2019-05-10 18:22:25,493020,1367.20,0,100,10
2019-05-10 18:28:18,493022,57.60,90593,100,1
2019-05-11 08:37:03,493025,43.20,0,100,10
2019-05-11 09:08:53,493027,64.80,0,100,1
2019-05-11 09:13:24,493029,306.90,0,100,10
2019-05-11 09:27:07,493032,151.80,0,100,1
2019-05-11 09:30:30,493033,189.00,97530,42,8
2019-05-11 09:33:45,493034,51.30,0,100,9
2019-05-11 09:36:03,493037,63.45,0,100,9
2019-05-11 09:36:53,493038,216.00,119158,42,12
2019-05-11 09:42:48,493046,94.80,0,100,1
2019-05-11 09:50:36,493048,403.50,0,100,10
2019-05-11 09:51:59,493049,43.20,0,100,9
2019-05-11 09:52:34,493050,55.60,0,100,1
2019-05-11 09:57:41,493052,127.50,0,100,9
2019-05-11 10:01:58,493055,126.90,0,100,9
2019-05-11 10:02:56,493056,557.10,0,100,9
2019-05-11 10:04:06,493057,124.80,55505,100,9
2019-05-11 10:16:20,493060,266.05,0,100,9
2019-05-11 10:31:29,493066,563.90,0,100,9
2019-05-11 10:33:50,493067,665.55,0,100,9
2019-05-11 10:42:47,493073,153.90,0,100,9
2019-05-11 10:37:01,493069,29.50,0,100,10
2019-05-11 10:40:39,493072,250.50,0,42,9
2019-05-11 10:44:32,493075,221.40,0,100,9
2019-05-11 10:49:55,493078,101.25,0,100,10
2019-05-11 10:50:07,493079,936.40,0,100,9
2019-05-11 11:16:08,493091,94.50,0,100,1
2019-05-11 11:01:57,493086,1395.90,0,100,10
2019-05-11 10:55:26,493082,222.30,0,100,1
2019-05-11 11:03:08,493087,576.10,0,100,1
2019-05-11 11:15:57,493090,502.50,0,100,9
2019-05-11 11:16:24,493092,468.90,0,100,9
2019-05-11 11:16:54,493093,24.30,0,100,9
2019-05-11 11:29:06,493100,2844.00,116219,42,6
2019-05-11 11:23:34,493097,1299.90,100581,100,9
2019-05-11 11:27:31,493098,157.50,0,100,9
2019-05-11 11:33:04,493101,158.40,0,100,9
2019-05-11 12:00:38,493118,79.40,0,100,10
2019-05-11 11:36:04,493103,945.00,112291,42,13
2019-05-11 11:37:22,493104,1130.40,0,100,1
2019-05-11 11:38:13,493105,834.80,0,100,9
2019-05-11 11:54:27,493115,1090.00,0,100,9
2019-05-11 11:45:22,493110,1844.00,0,100,9
2019-05-11 12:16:14,493123,89.40,0,100,9
2019-05-11 12:08:17,493121,501.45,0,100,9
2019-05-11 12:13:13,493122,146.40,0,100,9
2019-05-11 12:51:24,493144,96.60,0,92,9
2019-05-11 12:17:34,493125,178.20,0,100,10
2019-05-11 12:21:44,493128,14.40,0,100,1
2019-05-11 12:47:55,493140,685.95,0,92,9
2005-01-04 04:20:38,493131,223.30,0,92,9
2019-05-11 12:25:50,493132,201.60,57879,100,10
2019-05-11 12:30:22,493134,114.00,0,100,9
2019-05-11 12:31:08,493136,216.00,0,100,9
2019-05-11 12:58:16,493147,87.00,0,100,9
2019-05-11 12:54:37,493146,14.40,0,92,1
2019-05-11 13:01:19,493148,54.00,0,92,1
2019-05-11 13:50:32,493162,51.30,0,100,10
2019-05-11 13:06:16,493151,134.10,0,92,9
2019-05-11 13:12:26,493154,174.15,0,100,9
2019-05-11 13:15:42,493156,43.47,0,92,1
2019-05-11 13:26:02,493160,68.40,0,92,10
2019-05-11 13:22:44,493159,1002.50,91109,73,6
2019-05-11 13:55:58,493164,70.20,0,100,9
2019-05-11 14:03:09,493168,314.70,0,92,9
2019-05-11 14:01:03,493166,463.20,0,92,9
2019-05-11 14:06:33,493173,122.40,0,92,9
2019-05-11 14:14:26,493176,24.09,0,100,1
2019-05-11 14:15:46,493177,98.40,0,100,1
2019-05-11 14:58:08,493191,105.60,0,92,9
2019-05-11 14:36:24,493181,1236.00,50804,73,6
2019-05-11 14:48:49,493188,174.59,0,92,9
2019-05-11 14:38:58,493184,132.30,0,92,1
2019-05-11 16:26:39,493226,46.44,0,100,1
2019-05-11 14:55:57,493190,343.70,102561,92,9
2019-05-11 15:08:40,493193,193.05,0,92,1
2019-05-11 15:11:02,493194,57.00,112261,100,6
2019-05-11 15:18:45,493198,147.50,0,100,9
2019-05-11 15:21:58,493200,97.20,0,92,9
2019-05-11 15:27:16,493203,720.00,0,100,10
2019-05-11 15:31:51,493206,245.70,0,92,1
2019-05-11 15:34:04,493208,88.90,0,100,9
2019-05-11 15:36:54,493210,228.00,106477,100,12
2019-05-11 15:37:36,493211,378.90,107238,92,12
2019-05-11 15:39:52,493213,96.00,0,42,1
2019-05-11 15:47:37,493217,125.55,0,100,1
2019-05-11 15:49:39,493219,575.50,55009,42,13
2019-05-11 16:02:51,493222,86.40,0,100,1
2019-05-11 16:13:11,493224,81.00,0,100,9
2019-05-11 16:27:48,493227,64.80,0,100,9
2019-05-11 16:36:55,493230,992.50,2646,92,6
2019-05-11 16:44:37,493231,216.00,35378,92,12
2019-05-11 16:58:19,493233,134.40,0,100,1
2019-05-11 17:03:05,493235,87.00,0,100,1
2019-05-11 17:25:21,493240,108.00,0,100,1
2019-05-11 17:14:06,493238,1645.80,0,100,9
2019-05-11 17:38:49,493242,159.30,0,100,10
2019-05-13 10:12:16,493260,36.00,56376,100,6
2019-05-13 09:26:55,493249,51.30,0,100,10
2019-05-13 09:27:52,493251,285.60,0,100,1
2019-05-13 09:46:50,493254,450.90,0,100,10
2019-05-13 09:49:28,493256,29.80,0,100,9
2019-05-13 11:23:37,493269,168.00,116102,100,8
2019-05-13 10:28:44,493262,197.10,0,139,9
2019-05-13 11:30:41,493271,302.80,0,139,1
2019-05-13 11:35:56,493272,143.10,0,139,9
2019-05-13 11:40:04,493275,108.00,0,139,1
2019-05-13 11:43:19,493277,1468.80,0,100,9
2019-05-13 11:47:25,493279,792.10,0,104,9
2019-05-13 12:00:29,493283,29.50,0,134,1
2019-05-13 13:40:16,493293,67.50,0,104,1
2019-05-13 12:18:20,493287,51.30,0,100,1
2019-05-13 14:05:54,493299,1277.30,0,104,1
2019-05-13 15:26:08,493307,352.00,39756,104,8
2019-05-13 13:43:54,493296,36.00,0,104,1
2019-05-13 14:19:44,493300,140.40,0,104,10
2019-05-13 14:56:22,493303,249.50,119651,100,9
2019-05-13 14:58:07,493304,51.30,0,100,10
2019-05-13 15:30:46,493309,83.30,0,100,1
2019-05-13 15:55:53,493311,220.65,0,100,10
2019-05-13 16:20:30,493317,559.00,53343,100,13
2019-05-13 17:02:44,493331,570.01,0,104,1
2019-05-13 16:26:51,493321,559.00,53343,100,13
2019-05-13 16:22:01,493319,1460.01,102730,100,6
2019-05-13 16:25:00,493320,571.05,0,100,10
2019-05-13 16:33:56,493326,187.50,0,104,9
2019-05-13 17:07:14,493334,330.60,0,100,1
2019-05-13 16:35:46,493328,795.30,0,100,9
2019-05-13 17:08:53,493335,17.55,0,100,9
2019-05-13 17:06:54,493333,95.85,0,100,9
2019-05-13 17:50:38,493340,12.40,0,100,1
2019-05-13 17:51:00,493341,529.00,104791,104,6
2019-05-13 18:04:18,493344,229.50,0,104,10
2019-05-13 18:17:42,493346,390.00,0,104,1
2019-05-13 18:21:12,493348,67.50,0,104,9
2019-05-14 08:14:43,493353,355.05,0,100,9
2019-05-14 08:20:13,493355,35.10,0,100,9
2019-05-14 08:41:02,493357,64.80,0,100,9
2019-05-14 09:15:10,493367,222.30,0,100,9
2019-05-14 09:48:08,493376,163.20,0,100,9
2019-05-14 09:34:34,493372,133.65,0,100,9
2019-05-14 10:18:49,493380,393.85,54201,100,9
2019-05-14 11:28:26,493385,445.50,0,100,1
2019-05-14 11:29:39,493386,74.40,0,100,9
2019-05-14 11:31:15,493389,12.15,0,100,1
2019-05-14 11:36:53,493390,275.40,0,100,9
2019-05-14 11:53:10,493391,396.00,65732,100,12
2019-05-14 12:02:28,493395,6.00,0,100,1
2019-05-14 12:14:16,493397,35.10,0,100,1
2019-05-14 12:46:41,493402,118.00,97666,100,8
2019-05-14 12:55:04,493406,108.00,0,100,10
2019-05-14 13:24:20,493412,14.10,101930,100,6
2019-05-14 13:18:15,493410,594.30,0,100,9
2019-05-14 13:47:58,493414,118.80,0,100,1
2019-05-14 14:04:20,493416,29.80,0,100,1
2019-05-14 14:31:40,493419,33.00,115067,100,9
2019-05-14 14:33:39,493422,197.10,0,100,9
2019-05-14 14:37:02,493425,48.00,0,100,10
2019-05-14 14:42:33,493427,67.20,0,104,1
2019-05-14 14:54:04,493429,244.80,0,100,1
2019-05-14 14:57:11,493430,158.40,0,100,1
2019-05-14 14:57:39,493431,138.20,0,104,1
2019-05-14 15:11:14,493434,230.20,0,100,10
2019-05-14 15:14:02,493436,102.60,0,100,9
2019-05-14 15:15:46,493437,160.80,0,100,10
2019-05-14 16:44:46,493473,43.20,0,100,1
2019-05-14 15:23:55,493441,253.20,0,100,10
2019-05-14 15:49:05,493461,420.00,0,100,9
2019-05-14 15:25:05,493443,214.35,0,100,10
2019-05-14 15:25:27,493444,110.30,0,100,10
2019-05-14 16:29:12,493468,58.50,50726,42,7
2019-05-14 15:38:05,493453,113.40,0,100,10
2019-05-14 16:46:13,493475,80.30,0,100,10
2019-05-14 15:48:05,493460,2157.30,0,100,9
2019-05-14 16:46:58,493476,252.30,0,100,9
2019-05-14 16:56:43,493478,153.90,0,100,9
2019-05-14 17:46:39,493507,189.60,0,100,1
2019-05-14 17:49:09,493508,157.95,0,100,9
2019-05-14 17:05:11,493483,180.40,0,100,10
2019-05-14 17:10:25,493484,522.90,0,100,10
2019-05-14 17:37:27,493503,113.40,0,100,1
2019-05-14 17:53:25,493511,86.20,0,100,9
2019-05-14 18:19:46,493513,48.30,0,100,9
2019-05-15 08:35:53,493516,78.30,0,100,1
2019-05-15 10:10:26,493527,863.40,0,139,9
2019-05-15 10:23:41,493529,16.20,0,139,10
2019-05-15 10:26:35,493532,58.50,0,139,10
2019-05-15 10:35:10,493534,442.80,47619,139,9
2019-05-15 10:35:16,493535,1348.00,67974,100,6
2019-05-15 10:36:11,493536,256.50,0,139,10
2019-05-15 17:53:31,493649,505.35,0,104,10
2019-05-15 10:51:47,493543,1025.40,116104,139,9
2019-05-15 10:58:26,493545,110.00,0,139,1
2019-05-15 10:51:31,493542,940.95,0,139,9
2019-05-15 11:00:24,493547,142.80,0,139,1
2019-05-15 11:00:59,493548,40.80,0,139,1
2019-05-15 11:01:19,493550,261.00,116104,139,9
2019-05-15 11:10:59,493557,159.00,27918,100,8
2019-05-15 11:07:52,493555,16.20,0,139,9
2019-05-15 11:30:38,493563,446.98,0,100,1
2019-05-15 15:15:19,493599,358.85,103225,100,9
2019-05-15 11:24:08,493561,236.00,21383,100,13
2019-05-15 11:38:10,493566,745.65,65842,100,9
2019-05-15 11:38:35,493567,169.90,0,139,9
2019-05-15 11:41:25,493568,159.60,0,100,10
2019-05-15 16:05:24,493612,49.90,0,100,10
2019-05-15 13:17:01,493580,275.40,0,100,1
2019-05-15 12:04:20,493575,880.95,0,100,9
2019-05-15 13:53:42,493588,64.80,0,104,10
2019-05-15 13:28:25,493584,808.50,117750,100,1
2019-05-15 13:42:11,493586,762.00,111272,42,6
2019-05-16 08:14:11,493658,34.90,0,100,1
2019-05-15 14:06:21,493591,992.10,0,100,9
2019-05-15 14:09:37,493592,346.50,45606,42,12
2019-05-15 14:13:43,493593,140.20,0,100,1
2019-05-15 14:25:39,493596,25.65,0,100,10
2019-05-15 15:20:51,493601,1431.50,118702,42,6
2019-05-15 16:49:09,493628,1166.40,0,100,10
2019-05-15 15:22:19,493604,59.00,0,100,1
2019-05-15 15:29:22,493608,463.50,2646,42,6
2019-05-15 18:22:34,493655,187.20,0,104,1
2019-05-15 16:06:50,493615,1571.40,64086,100,9
2019-05-15 16:44:07,493625,486.00,0,100,10
2019-05-15 16:41:30,493622,153.90,0,100,9
2019-05-15 16:44:02,493626,458.50,97530,42,6
2019-05-15 16:44:56,493627,186.00,58509,100,9
2019-05-15 16:51:37,493630,229.50,27335,100,9
2019-05-15 16:54:22,493632,520.50,52928,100,9
2019-05-15 18:11:34,493653,82.80,56277,104,1
2019-05-15 17:26:54,493639,340.20,0,100,9
2019-05-15 18:28:03,493656,255.90,30829,104,1
2019-05-15 17:36:13,493644,9.80,0,100,1
2019-05-15 17:40:59,493647,156.60,0,104,9
2019-05-16 09:42:24,493664,125.10,54156,100,10
2019-05-16 09:46:19,493665,194.40,0,100,10
2019-05-16 10:08:00,493667,105.30,0,100,1
2019-05-16 10:21:39,493670,133.30,0,100,9
2019-05-16 10:22:39,493671,54.00,0,139,10
2019-05-16 10:44:42,493674,97.20,0,100,10
2019-05-16 10:49:25,493677,90.00,113081,42,7
2019-05-16 14:28:39,493700,1051.12,0,100,9
2019-05-16 11:23:43,493682,1049.80,0,139,9
2019-05-16 12:00:18,493686,27.00,97666,42,6
2019-05-16 12:05:05,493688,731.70,0,139,9
2019-05-16 12:09:05,493689,1200.00,0,139,9
2019-05-16 13:09:47,493693,84.00,0,139,1
2019-05-16 12:15:56,493691,726.30,0,139,9
2019-05-16 14:18:13,493696,59.40,0,100,10
2019-05-16 14:21:16,493698,406.60,0,100,9
2019-05-16 14:33:58,493701,2184.00,113355,42,6
2019-05-16 14:40:25,493704,197.10,0,100,9
2019-05-16 14:40:00,493703,69.80,63870,100,10
2019-05-16 14:46:01,493708,1421.10,0,42,9
2019-05-16 14:50:28,493711,1001.10,67156,42,6
2019-05-16 15:04:40,493715,39.90,0,100,1
2019-05-16 15:07:02,493718,54.00,0,100,10
2019-05-16 15:32:25,493727,187.65,0,100,9
2019-05-16 15:33:09,493728,2255.05,0,104,9
2019-05-16 15:55:05,493740,117.00,103417,42,8
2019-05-16 15:47:22,493734,43.20,0,100,9
2019-05-16 15:51:49,493737,4.90,103417,104,1
2019-05-16 16:04:32,493743,56.70,0,100,1
2019-05-16 16:11:32,493745,144.45,0,100,9
2019-05-16 16:11:35,493746,1041.00,115302,42,8
2019-05-16 16:17:47,493749,109.00,0,104,1
2019-05-16 16:20:53,493751,83.70,102050,100,1
2019-05-16 16:23:26,493753,59.00,0,100,1
2019-05-16 16:33:38,493757,19.50,0,100,1
2019-05-16 16:36:31,493759,3130.50,36101,42,7
2019-05-16 17:20:55,493765,51.30,0,100,10
2019-05-16 16:49:23,493762,17.80,0,100,1
2019-05-16 18:02:09,493774,120.00,0,100,9
2019-05-16 17:35:13,493767,220.40,0,100,10
2019-05-16 17:37:18,493768,187.65,0,100,1
2019-05-17 08:31:17,493776,235.80,0,42,1
2019-05-17 10:00:20,493782,14.40,0,42,1
2019-05-17 09:23:50,493779,143.80,0,42,9
2019-05-17 09:33:36,493780,270.00,116680,42,8
2019-05-17 10:36:32,493787,132.30,57192,42,1
2019-05-17 11:31:40,493805,684.00,111533,42,6
2019-05-17 11:58:25,493807,1763.40,0,42,1
2019-05-17 12:20:23,493808,378.00,91830,42,8
2019-05-17 12:50:23,493812,270.90,0,100,9
2019-05-17 12:55:55,493813,290.60,0,100,1
2019-05-17 13:47:02,493819,886.00,108645,42,6
2019-05-17 13:58:04,493822,59.00,108639,42,7
2019-05-17 14:01:23,493824,29.70,0,100,1
2019-05-17 14:12:39,493827,86.40,6620,100,9
